terrain_environmental_factors,material_labour_costs,regulatory_permitting_timeline,historical_delay_patterns,weather_seasonal_data,vendor_performance_structured,vendor_performance_semi_structured,vendor_performance_non_structured,material_cost_escalation_reason,cost_escalation_percentage,demand_supply_scenario,supply_delay_days,skilled_manpower_availability,equipment_availability,project_complexity,transmission_voltage_level,line_length_km,environmental_clearance_status,land_acquisition_percentage,time_overrun_percentage,cost_overrun_percentage,project_hotspots
Rural,52.49678312319584,690,23.600440811195266,Winter,3.0000000000000018,"{""delivery_time"": 4.61, ""quality"": 1.2, ""communication"": 4.45, ""technical_expertise"": 2.36}",Excellent performance with timely delivery,Critical,1.5,Balanced,3.160353909275205,0.6823248916275851,0.6289350017740043,Medium,765kV,44.16097502776119,Pending,88.84883667612257,16.181234138693924,22.4615800245015,Resource_Risk
Rural,57.38676896012224,390,16.32294724436965,Monsoon,1.7000000000000006,"{""delivery_time"": 4.6, ""quality"": 4.76, ""communication"": 3.68, ""technical_expertise"": 3.66}",Good quality but delayed deliveries,Medium,1.15,Balanced,0.0,0.4559283555356191,0.5471111893737537,High,765kV,80.03259267375918,Pending,86.20545908999344,13.973472316461976,24.774613758191155,Vendor_Risk|Resource_Risk|Weather_Risk
Urban,70.63878855620246,450,20.187293798507365,Monsoon,1.0,"{""delivery_time"": 2.81, ""quality"": 4.34, ""communication"": 4.85, ""technical_expertise"": 4.1}",Poor quality control and frequent delays,Medium,1.15,Deficit,17.659626606844267,0.427558019337454,0.6575936450769819,Low,132kV,54.30495930438313,Obtained,66.60560392332226,21.430006102605205,16.474464014911298,Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Desert,121.56130293812876,690,47.44796051430962,Monsoon,3.7000000000000024,"{""delivery_time"": 3.49, ""quality"": 3.43, ""communication"": 4.4, ""technical_expertise"": 3.16}",Outstanding technical expertise and support,Critical,1.5,Balanced,2.1385631370284885,0.4669619196711351,0.9375936067293644,Low,132kV,77.65091135192664,Obtained,99.64571094972547,24.5511192754562,13.77985152016624,Resource_Risk|Weather_Risk
Urban,52.564070307099335,510,26.375458110399876,Summer,4.800000000000003,"{""delivery_time"": 4.22, ""quality"": 3.04, ""communication"": 1.25, ""technical_expertise"": 2.54}",Good quality but delayed deliveries,Low,1.05,Balanced,0.7763951461604623,0.5122870188773357,0.6735834198371463,High,765kV,52.678725120471654,Obtained,78.54417289163547,24.696208782098886,12.498445819682932,Resource_Risk|Land_Acquisition_Risk
Forest,52.54380709371592,450,14.489205067406695,Monsoon,2.300000000000001,"{""delivery_time"": 2.78, ""quality"": 1.57, ""communication"": 1.41, ""technical_expertise"": 3.14}",Average performance with communication issues,Critical,1.5,Critical_Shortage,34.128101462980496,0.7025060922028259,0.7809490515007131,High,132kV,87.65631211440324,Pending,75.79130289669234,19.04199380619223,35.10176477508388,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk|Weather_Risk
Coastal,48.783470524354236,600,41.49440145629565,Monsoon,3.0000000000000018,"{""delivery_time"": 1.34, ""quality"": 2.21, ""communication"": 3.98, ""technical_expertise"": 4.86}",Outstanding technical expertise and support,Low,1.05,Deficit,10.533752512408011,0.9094819816966733,0.7166904240574704,High,400kV,96.2512080556044,Under_Review,96.7845397101292,21.579460089489245,18.727111988711584,Supply_Chain_Risk|Weather_Risk
Urban,54.16819617637504,540,36.46330571484938,Summer,3.9000000000000026,"{""delivery_time"": 3.87, ""quality"": 4.97, ""communication"": 3.79, ""technical_expertise"": 2.18}",Outstanding technical expertise and support,Critical,1.5,Deficit,14.829093355847553,0.5413853991998122,0.7294582621493677,Very_High,132kV,134.07636558304864,Obtained,81.1695334630844,15.932315668228643,33.185947815335375,Cost_Critical|Supply_Chain_Risk|Resource_Risk
Urban,52.57095101752291,540,37.09184191120476,Summer,3.0000000000000018,"{""delivery_time"": 3.69, ""quality"": 3.81, ""communication"": 2.49, ""technical_expertise"": 1.07}",Poor quality control and frequent delays,Low,1.05,Balanced,3.2015058201333524,0.9610972064480668,0.9847860259182791,Low,400kV,64.3991755403204,Under_Review,88.2030784771725,15.845442988796645,2.6826824877024364,Low_Risk
Desert,94.96934715325858,60,0.9264375627712624,Winter,1.8000000000000007,"{""delivery_time"": 3.81, ""quality"": 1.09, ""communication"": 3.52, ""technical_expertise"": 1.65}",Outstanding technical expertise and support,Medium,1.15,Deficit,12.437099481266198,0.9729447453610021,0.648077234131929,Medium,400kV,141.6239353248793,Pending,93.84984189048043,19.217367108267332,29.949587612588818,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Coastal,85.56907646381738,120,48.38405149265783,Post_Monsoon,2.6000000000000014,"{""delivery_time"": 3.26, ""quality"": 3.02, ""communication"": 1.05, ""technical_expertise"": 2.45}",Poor quality control and frequent delays,Critical,1.5,Deficit,12.468332187343872,0.9753427629071232,0.8136622347615856,Very_High,132kV,56.755760667602225,Pending,69.41977582898073,11.147689767980657,32.191071971404554,Cost_Critical|Supply_Chain_Risk|Land_Acquisition_Risk
Coastal,49.726566712509424,30,18.297823094873355,Monsoon,1.4000000000000004,"{""delivery_time"": 3.4, ""quality"": 4.39, ""communication"": 4.55, ""technical_expertise"": 2.94}",Good quality but delayed deliveries,High,1.3,Deficit,19.97807582012622,0.9025376408057942,0.7100313347897236,Low,765kV,76.6693321842888,Pending,66.77866340778118,13.918770265064898,17.826806664158948,Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk|Weather_Risk
Coastal,45.01759968412389,120,34.335457273513065,Summer,4.000000000000003,"{""delivery_time"": 3.91, ""quality"": 2.27, ""communication"": 2.37, ""technical_expertise"": 1.78}",Average performance with communication issues,Low,1.05,Deficit,16.84608705638839,0.6182950244786324,0.530573090523843,High,400kV,146.76589133546287,Pending,62.74027222364024,13.492690146971833,23.68687682769286,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Urban,74.19260334953488,540,55.28559748740438,Spring,4.900000000000004,"{""delivery_time"": 3.25, ""quality"": 2.26, ""communication"": 1.34, ""technical_expertise"": 3.74}",Average performance with communication issues,Medium,1.15,Balanced,0.0,0.44361034660157384,0.744665415812118,Medium,132kV,186.602956997687,Under_Review,95.88533196984261,9.191903070414455,13.96113266749802,Resource_Risk
Rural,41.716654335785435,150,50.86399297828741,Winter,4.700000000000003,"{""delivery_time"": 3.83, ""quality"": 2.44, ""communication"": 1.31, ""technical_expertise"": 2.71}",Outstanding technical expertise and support,High,1.3,Surplus,4.414931027308951,0.7412912390598969,0.9066716645225541,Low,220kV,144.0077793885066,Under_Review,68.01468378972595,11.218829507208063,1.7835528429566967,Land_Acquisition_Risk
Urban,77.34217044623246,570,13.269254494327757,Summer,2.8000000000000016,"{""delivery_time"": 2.77, ""quality"": 3.67, ""communication"": 2.26, ""technical_expertise"": 3.73}",Outstanding technical expertise and support,Medium,1.15,Balanced,7.582785223999176,0.7352088663623402,0.5493764843408442,Medium,765kV,77.17428770336461,Obtained,72.31016176257576,17.256909964119814,26.26966163270434,Cost_Critical|Resource_Risk|Land_Acquisition_Risk
Desert,74.2613834378773,450,7.665791955972722,Post_Monsoon,4.5000000000000036,"{""delivery_time"": 4.49, ""quality"": 1.95, ""communication"": 4.92, ""technical_expertise"": 2.55}",Good quality but delayed deliveries,Low,1.05,Critical_Shortage,37.28757450922518,0.9099854602657573,0.5347959236981545,Medium,220kV,103.02063327153111,Under_Review,71.43227704315804,17.747804905617322,13.049640765184352,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,40.89575741256228,240,42.164159186175134,Summer,4.200000000000003,"{""delivery_time"": 2.07, ""quality"": 2.69, ""communication"": 1.38, ""technical_expertise"": 1.5}",Poor quality control and frequent delays,Critical,1.5,Surplus,4.439554431258757,0.9975946305676631,0.5768157601966333,High,400kV,108.89229084245113,Under_Review,72.1835195008958,13.747680576686488,24.877279615913814,Environmental_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,73.21257801995093,600,26.704669739127997,Monsoon,2.200000000000001,"{""delivery_time"": 2.66, ""quality"": 4.05, ""communication"": 4.6, ""technical_expertise"": 3.66}",Average performance with communication issues,Medium,1.15,Surplus,0.07515018455398424,0.7048943839360886,0.882200055694653,High,220kV,97.0898336664165,Under_Review,86.72244507314873,21.42933412653119,13.544947221982307,Vendor_Risk|Weather_Risk
Urban,100.01961462536268,510,18.98942270437504,Monsoon,2.300000000000001,"{""delivery_time"": 1.42, ""quality"": 3.69, ""communication"": 3.54, ""technical_expertise"": 4.22}",Poor quality control and frequent delays,Critical,1.5,Surplus,3.1004184080597827,0.6071224186238706,0.861997692072369,High,132kV,49.72537078265,Obtained,98.16454234962153,4.362507981934666,25.244853131802486,Cost_Critical|Vendor_Risk|Weather_Risk
Rural,40.80816964273421,30,32.45462256326857,Winter,4.200000000000003,"{""delivery_time"": 4.3, ""quality"": 4.47, ""communication"": 2.66, ""technical_expertise"": 3.79}",Good quality but delayed deliveries,Critical,1.5,Balanced,2.67764030071827,0.5115410269337602,0.7825088844530552,Medium,765kV,93.21038634763714,Under_Review,73.17813743830162,21.3917281713563,10.58651266155924,Resource_Risk|Land_Acquisition_Risk
Rural,44.18447660096024,360,23.045445070486707,Monsoon,3.8000000000000025,"{""delivery_time"": 2.07, ""quality"": 5.0, ""communication"": 1.7, ""technical_expertise"": 1.04}",Average performance with communication issues,Medium,1.15,Critical_Shortage,39.23790159104589,0.4028798948904225,0.7341132020463161,Medium,400kV,67.29540157614656,Under_Review,76.30588618634788,17.83333287536731,11.02334001972207,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Coastal,65.14557703304828,570,33.41588964458492,Monsoon,4.5000000000000036,"{""delivery_time"": 1.6, ""quality"": 4.1, ""communication"": 2.79, ""technical_expertise"": 2.79}",Average performance with communication issues,Medium,1.15,Balanced,6.090567775202782,0.7054682154933275,0.944162907351311,Low,132kV,51.10555502014999,Under_Review,90.84587936434446,13.298434154439605,12.82732477038575,Weather_Risk
Mountainous,82.52527777470806,450,25.803781693824792,Post_Monsoon,1.9000000000000008,"{""delivery_time"": 4.82, ""quality"": 4.68, ""communication"": 2.24, ""technical_expertise"": 1.84}",Excellent performance with timely delivery,Medium,1.15,Critical_Shortage,28.11519172782053,0.7333112000215575,0.8833489119167413,Medium,765kV,74.10207655551523,Pending,77.29351776750744,21.079709553730467,29.60905080520888,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk
Forest,74.84770511261557,270,33.668655139938004,Spring,4.000000000000003,"{""delivery_time"": 4.39, ""quality"": 4.62, ""communication"": 3.17, ""technical_expertise"": 3.52}",Good quality but delayed deliveries,Critical,1.5,Balanced,10.181924839652721,0.8949630878904384,0.9059711256509027,Low,400kV,96.03660147255488,Under_Review,97.0417107170419,11.206932735144854,9.791246423391033,Environmental_Risk
Rural,80.15306808149525,210,14.265607730363337,Winter,1.5000000000000004,"{""delivery_time"": 2.03, ""quality"": 4.2, ""communication"": 3.53, ""technical_expertise"": 3.01}",Good quality but delayed deliveries,High,1.3,Balanced,4.355476756148077,0.7027461807356803,0.9066311506753271,Medium,400kV,120.04841009812267,Obtained,80.12872202980866,0.07231722027455945,24.883054177749838,Vendor_Risk
Urban,61.54952906386604,60,42.093544157591616,Spring,1.0,"{""delivery_time"": 1.24, ""quality"": 4.66, ""communication"": 3.46, ""technical_expertise"": 1.77}",Excellent performance with timely delivery,Low,1.05,Balanced,3.659386454910761,0.9498810091996339,0.821358577372779,Medium,400kV,76.11250914961794,Obtained,73.90939423054462,11.994684342605563,26.51723212167483,Cost_Critical|Vendor_Risk|Land_Acquisition_Risk
Coastal,45.63064959830783,270,33.37148044878926,Winter,1.6000000000000005,"{""delivery_time"": 3.43, ""quality"": 3.71, ""communication"": 3.1, ""technical_expertise"": 3.87}",Poor quality control and frequent delays,High,1.3,Surplus,0.0,0.7768500859428613,0.729007312157973,Medium,400kV,82.248656938636,Obtained,98.86289934937079,18.151381851541103,21.274132429149613,Vendor_Risk
Coastal,35.17225389573851,300,32.75556843284287,Monsoon,3.6000000000000023,"{""delivery_time"": 3.33, ""quality"": 4.79, ""communication"": 1.21, ""technical_expertise"": 1.42}",Excellent performance with timely delivery,Critical,1.5,Balanced,3.1531819053587857,0.9042017429326499,0.9323388762928252,Low,220kV,113.13752478547062,Obtained,77.0312750425672,18.09577878500106,20.94833107620065,Land_Acquisition_Risk|Weather_Risk
Mountainous,58.554074101306824,60,11.587960875856073,Summer,3.0000000000000018,"{""delivery_time"": 1.69, ""quality"": 3.76, ""communication"": 3.58, ""technical_expertise"": 4.57}",Good quality but delayed deliveries,Medium,1.15,Critical_Shortage,36.14817657536913,0.4889810408846483,0.9630037088016253,Medium,220kV,87.48051546663768,Pending,69.2469948475217,16.12712094241059,22.578342953904208,Environmental_Risk|Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Coastal,59.40371448827165,570,45.39558899973096,Winter,3.7000000000000024,"{""delivery_time"": 3.93, ""quality"": 3.03, ""communication"": 4.97, ""technical_expertise"": 2.06}",Poor quality control and frequent delays,Medium,1.15,Critical_Shortage,30.06210002417349,0.9132016781813889,0.5119030216291716,Medium,220kV,98.35430515612413,Obtained,67.10803259158132,22.30878168429906,18.48100252653457,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,76.91836795276681,330,24.83540680760478,Spring,2.5000000000000013,"{""delivery_time"": 4.33, ""quality"": 2.71, ""communication"": 3.59, ""technical_expertise"": 3.91}",Average performance with communication issues,Low,1.05,Critical_Shortage,27.15693662758776,0.805086312666309,0.5257774366331256,Low,400kV,87.72889652678798,Pending,99.80725303313302,14.809691792406657,17.375776447206068,Supply_Chain_Risk|Resource_Risk
Rural,42.235830514457426,390,33.736586349158095,Summer,3.200000000000002,"{""delivery_time"": 3.54, ""quality"": 1.56, ""communication"": 2.77, ""technical_expertise"": 3.25}",Excellent performance with timely delivery,Low,1.05,Surplus,0.0,0.5021398194629983,0.9793716484542186,Very_High,220kV,92.09560908838912,Pending,90.11950772515397,13.726452200814549,13.545488488622148,Resource_Risk
Rural,53.35681927458348,300,21.126106435040697,Monsoon,2.9000000000000017,"{""delivery_time"": 4.4, ""quality"": 2.77, ""communication"": 4.67, ""technical_expertise"": 2.76}",Poor quality control and frequent delays,High,1.3,Balanced,6.9085892542001766,0.5138581348876066,0.6385803069220974,Low,765kV,47.23414392562355,Pending,76.34639189820723,11.369932517089808,7.795963453928511,Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Urban,64.67975352658134,420,28.130668776185168,Monsoon,4.700000000000003,"{""delivery_time"": 3.2, ""quality"": 4.19, ""communication"": 3.33, ""technical_expertise"": 4.84}",Poor quality control and frequent delays,High,1.3,Balanced,4.190309267183692,0.9559003714265328,0.9366847198247094,High,400kV,89.28143401576997,Obtained,93.0545337140876,9.559848728115021,20.482627466765848,Weather_Risk
Urban,88.17366883223764,540,28.56552822543285,Monsoon,3.400000000000002,"{""delivery_time"": 3.64, ""quality"": 3.09, ""communication"": 1.09, ""technical_expertise"": 2.65}",Poor quality control and frequent delays,Low,1.05,Deficit,20.56596562288489,0.41932921627022374,0.6943975594807013,Low,765kV,134.97518337298536,Obtained,81.8722451805794,15.264496114781505,1.718077196641353,Supply_Chain_Risk|Resource_Risk|Weather_Risk
Urban,114.27518230453563,570,0.0,Spring,3.7000000000000024,"{""delivery_time"": 2.2, ""quality"": 3.99, ""communication"": 1.83, ""technical_expertise"": 1.82}",Excellent performance with timely delivery,Critical,1.5,Surplus,0.0,0.6775209659774237,0.5595500288046777,High,765kV,90.91470009950159,Pending,72.6955829453309,14.565959686935246,31.074271817794948,Cost_Critical|Resource_Risk|Land_Acquisition_Risk
Mountainous,63.055452609292786,660,31.989377495857973,Spring,1.4000000000000004,"{""delivery_time"": 1.76, ""quality"": 1.5, ""communication"": 2.24, ""technical_expertise"": 4.54}",Average performance with communication issues,High,1.3,Critical_Shortage,39.21256554118098,0.5880851739604609,0.5402216001046671,Low,220kV,55.81871703567981,Pending,89.73543234943838,25.76884755554407,32.57564930489026,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Rural,42.658408362226666,270,48.58409754066501,Spring,3.0000000000000018,"{""delivery_time"": 4.1, ""quality"": 3.94, ""communication"": 4.19, ""technical_expertise"": 2.08}",Poor quality control and frequent delays,Medium,1.15,Critical_Shortage,31.535926959749542,0.7990464639990569,0.5782539495402282,High,400kV,136.67855131084457,Obtained,89.83578955532607,8.55768973237962,7.847335611110139,Supply_Chain_Risk|Resource_Risk
